seating,name,calories,protein,carbs,fat,organic,vegetarian,glutenFree,vegan
Late Night,Grassfed Hamburger,458.98,26.93,30.00,24.42,false,false,false,false
Late Night,Shoestring Fries,218.08,2.56,26.88,9.66,false,true,false,false
Late Night,Penne,119.12,4.17,25.01,0.60,false,false,false,true
Late Night,Whole Grain Penne,119.12,4.17,24.42,0.89,false,false,false,true
Late Night,Gluten Free Pasta,95.00,2.50,20.00,0.75,false,false,true,true
Late Night,Alfredo,142.34,5.58,6.53,10.17,false,true,true,false
Late Night,Bolognese Sauce,73.59,3.69,6.02,4.08,false,false,true,false
Late Night,Marinara,41.43,1.35,6.92,1.29,false,false,true,true
Late Night,Scrambled Eggs,155.48,10.87,0.60,11.78,false,true,true,false
Late Night,Pork Sausage Patties,395.57,9.89,1.98,39.56,false,false,true,false
Late Night,Pork Sausage Gravy,79.41,2.94,5.79,4.96,false,false,true,false
Late Night,Biscuits,160.00,3.00,18.00,9.00,false,true,false,false
Late Night,Breakfast Potatoes,180.52,2.58,24.50,8.38,false,false,true,true
Late Night,French Toast,161.41,10.02,24.57,2.86,false,false,false,false
Late Night,100% Apple Juice,110.00,0,28.00,0,false,false,true,true
Late Night,100% Cranberry Juice,140.00,0,36.00,0,false,false,true,true
Late Night,100% Orange Juice,120.00,0,31.00,0,false,false,true,true
Late Night,Strawberry Kiwi Juice,120.00,0,30.00,0,false,false,true,true
Late Night,Skim Milk,83.30,8.26,12.15,0.20,false,true,true,false
Late Night,Reduced Fat Milk,122.00,8.05,11.71,4.83,false,true,true,false
Late Night,Whole Milk,148.84,7.69,11.71,7.93,false,true,true,false
Late Night,Low Fat Chocolate Milk,157.50,8.10,26.10,2.50,false,true,true,false
Late Night,Chocolate Soymilk,120.00,5.00,19.00,3.00,false,false,true,true
Late Night,Vanilla Soymilk,100.00,6.00,10.00,3.50,false,false,true,true
Late Night,Lactose Free Milk,90.00,8.00,12.00,0,false,true,true,false
Late Night,Root Beer,100.00,0,26.00,0,false,false,true,true
Late Night,Sierra Mist,100.00,0,27.00,0,false,false,true,true
Late Night,Sunkist Orange,113.33,0,29.33,0,false,true,true,false
Late Night,Tropicana Fruit Punch,110.00,0,30.00,0,false,false,true,true
Late Night,Tropicana Lemonade,100.00,0,27.00,0,false,false,true,true
Late Night,Pepsi,100.00,0,28.00,0,false,false,true,true
Late Night,Mountain Dew,110.00,0,29.00,0,false,false,true,true
Late Night,Cheerwine,100.00,0,28.00,0,false,false,true,true
Late Night,Diet Dr. Pepper,0,0,0,0,false,false,true,true
Late Night,Diet Pepsi,0,0,0,0,false,false,true,true
Late Night,Dr. Pepper,100.00,0,26.40,0,false,false,true,true
Late Night,Gatorade Fruit Punch,80.00,0,21.00,0,false,false,true,true
Late Night,Wild Cherry Pepsi,100.00,0,28.00,0,false,false,true,true
Late Night,Apple Jacks,110.00,1.00,25.00,1.00,false,false,false,true
Late Night,Cheerios,100.00,3.00,20.00,2.00,false,false,true,true
Late Night,Cinnamon Toast Crunch,118.18,0.91,22.73,2.73,false,true,false,false
Late Night,Froot Loops,110.00,1.00,26.00,1.00,false,false,false,true
Late Night,Lucky Charms,110.00,2.00,22.00,1.00,false,true,false,false
Late Night,Raisin Bran,190.00,5.00,46.00,1.00,false,false,false,true
Late Night,Rice Chex,100.00,2.00,23.00,0,false,false,true,true
Late Night,Rice Krispies,104.00,1.60,23.20,0,false,false,false,true
Late Night,Special K,120.00,6.00,23.00,0.50,false,false,false,false
Late Night,Ketchup,33.00,0,4.00,0,false,false,true,true
Late Night,Mustard,0,0,1.00,0,false,false,true,true
Late Night,Mayonnaise,90.00,0,0,10.00,false,true,true,false
Late Night,Oil and Vinegar,186.05,0.03,1.21,20.98,false,false,true,true
Late Night,Tabasco Hot Sauce,0,0,0,0,false,false,true,true
Late Night,A.1. Steak Sauce,15.00,0,3.00,0,false,false,true,true
Late Night,Margarine,100.00,0,0,11.00,false,false,true,true
Late Night,Grape Jelly,35.00,0,9.00,0,false,false,true,true
Late Night,Strawberry Jelly,35.00,0,9.00,0,false,false,true,true
Late Night,Peanut Butter,120.00,4.00,5.00,11.00,false,false,true,true
Late Night,All Natural Peanut Butter,122.85,4.97,4.52,10.43,false,false,true,true
Late Night,Plain Cream Cheese,90.00,2.00,2.00,9.00,false,true,true,false
Late Night,Strawberry Cream Cheese,90.00,1.00,5.00,8.00,false,true,true,false
Late Night,Chives and Onion Cream Cheese,90.00,2.00,2.00,9.00,false,true,true,false
Late Night,Garden Vegetable Cream Cheese,90.00,1.00,2.00,8.00,false,true,true,false
Late Night,Applesauce,81.00,0,19.80,0,false,false,true,true
Late Night,Iceberg Lettuce,10.00,1.00,2.00,0,false,false,true,true
Late Night,Mesclun Lettuce,10.00,1.00,2.00,0,false,false,true,true
Late Night,Romaine Lettuce,8.00,1.00,2.00,0,false,false,true,true
Late Night,Spinach,7.00,1.00,1.00,0,false,false,false,true
Late Night,Bacon Bits,70.00,6.00,0,4.00,false,false,true,false
Late Night,Banana Peppers,0,0,0,0,false,false,true,true
Late Night,Beets,8.79,0.26,2.04,0.04,false,false,true,true
Late Night,Black Beans,21.81,1.31,3.71,0.11,false,false,true,true
Late Night,Black Olives,32.60,0.24,1.77,3.03,false,false,true,true
Late Night,Broccoli,7.94,0.84,1.49,0.10,false,false,true,true
Late Night,Cherry Tomatoes,5.10,0.25,1.10,0.06,false,false,true,true
Late Night,Chickpeas,39.12,2.00,6.48,0.70,false,false,true,true
Late Night,Chow Mein Noodles,60.75,1.52,10.12,1.77,false,false,false,true
Late Night,Croutons,60.75,2.02,10.12,2.02,false,true,false,false
Late Night,Diced Grilled Chicken,104.42,11.44,0,6.06,false,false,true,false
Late Night,Diced Tofu,57.42,5.74,1.44,2.87,false,false,true,true
Late Night,Dried Cranberries,85.05,0,20.55,0.35,false,false,true,true
Late Night,Green Peppers,5.67,0.24,1.32,0.05,false,false,true,true
Late Night,Hard Boiled Eggs,43.94,3.57,0.32,3.01,false,true,true,false
Late Night,Hummus,110.93,3.06,7.05,8.57,false,false,true,true
Late Night,Kidney Beans,34.30,2.30,5.90,0.26,false,false,true,true
Late Night,Mini Pretzel Twists,113.40,3.24,23.49,0.40,false,false,false,true
Late Night,Oats & Honey Granola,210.34,5.49,42.07,6.40,true,true,false,false
Late Night,Peas,22.11,1.46,4.04,0.08,false,false,true,true
Late Night,Pita Wedges,72.38,2.11,12.37,1.51,false,true,false,false
Late Night,Quinoa,68.04,2.49,11.91,1.08,false,false,true,true
Late Night,Raisins,92.14,0.71,21.97,0,false,false,true,true
Late Night,Red Onion,11.34,0.31,2.65,0.03,false,false,false,true
Late Night,Shredded Carrots,11.62,0.26,2.72,0.07,false,false,true,true
Late Night,Sliced Cucumbers,4.25,0.18,1.03,0.03,false,false,true,true
Late Night,Sliced Mushrooms,6.24,0.88,0.92,0.10,false,false,true,true
Late Night,Sunflower Seeds,83.23,2.76,3.44,7.12,false,false,true,true
Late Night,Apricots,68.26,0.87,17.66,0.11,false,false,true,true
Late Night,Cantaloupe,42.31,0.85,10.16,0,false,false,true,true
Late Night,Grapes,78.24,0.82,20.53,0.18,false,false,true,true
Late Night,Honeydew Melon,40.82,0.61,10.31,0.16,false,false,true,true
Late Night,Strawberries,36.29,0.76,8.71,0.34,false,false,true,true
Late Night,Pineapple,56.70,0.61,14.88,0.14,false,false,true,true
Late Night,Feta Cheese,70.87,4.05,1.01,6.07,false,true,true,false
Late Night,Reduced Fat Cottage Cheese,45.93,5.93,2.70,1.29,false,true,true,false
Late Night,Shredded Cheddar Cheese,111.37,6.07,1.01,10.12,false,true,true,false
Late Night,Lowfat Organic Strawberry Yogurt,86.67,4.67,14.00,1.00,true,true,true,false
Late Night,Nonfat Vanilla Greek Yogurt,83.16,9.83,11.34,0,false,true,true,false
Late Night,Balsamic Vinaigrette,56.70,0,3.78,4.72,false,false,true,true
Late Night,Blue Cheese Dressing,141.75,0,0.94,15.12,false,true,true,false
Late Night,Creamy Caesar Dressing,166.19,0.98,0.98,17.60,false,false,true,false
Late Night,Ginger Sesame Dressing,40.52,0.55,4.72,2.38,false,false,false,true
Late Night,Honey Mustard Dressing,130.00,0,6.00,11.00,false,true,true,false
Late Night,Italian Dressing,150.00,0,0,17.00,false,false,true,true
Late Night,Lite Italian Dressing,45.00,0,1.00,4.50,false,false,true,true
Late Night,Lite Ranch Dressing,80.00,0,3.00,7.00,false,true,true,false
Late Night,Ranch Dressing,140.00,0,2.00,15.00,false,true,true,false
Late Night,Oil and Vinegar,186.05,0.03,1.21,20.98,false,false,true,true
Late Night,Raspberry Vinaigrette,150.67,0.07,3.16,15.92,false,false,true,true
